25,0.16,0.5233333333333333,0.4066666666666667,0.25666666666666665
5,0.5,0.6066666666666667,0.67,0.41333333333333333
32,0.4,0.35333333333333333,0.6666666666666666,0.13
11,0.81,0.18666666666666668,0.8833333333333333,0.11
25,0.58,0.5366666666666666,0.7566666666666667,0.3233333333333333
34,0.04666666666666667,0.36666666666666664,0.09333333333333334,0.3
28,0.8766666666666667,0.46,0.9666666666666667,0.37
19,0.33,0.6266666666666667,0.5266666666666666,0.36
22,0.7266666666666667,0.9366666666666666,0.96,0.7866666666666666
33,0.5766666666666667,0.8966666666666666,0.76,0.64
41,0.19666666666666666,0.8533333333333334,0.3233333333333333,0.68
10,0.5766666666666667,0.9733333333333334,0.7233333333333334,0.8266666666666667
21,0.49666666666666665,0.48,0.5766666666666667,0.32
15,0.36,0.8066666666666666,0.4866666666666667,0.6533333333333333
44,0.5166666666666667,0.8466666666666667,0.6133333333333333,0.6833333333333333
43,0.6333333333333333,0.9166666666666666,0.6866666666666666,0.8633333333333333
