26,0.11,0.9366666666666666,0.2966666666666667,0.75
21,0.30666666666666664,0.62,0.45,0.35
35,0.6666666666666666,0.9566666666666667,0.95,0.69
10,0.023333333333333334,0.52,0.21,0.38
35,0.2733333333333333,0.27,0.5,0.06
3,0.1,0.13666666666666666,0.17666666666666667,0.056666666666666664
28,0.06666666666666667,0.7133333333333334,0.32,0.48
17,0.20333333333333334,0.9766666666666667,0.25666666666666665,0.89
15,0.03,0.41,0.09333333333333334,0.32666666666666666
10,0.22333333333333333,0.9433333333333334,0.37,0.7966666666666666
5,0.7066666666666667,0.5833333333333334,0.81,0.45666666666666667
