41,0.32,0.8733333333333333,0.4766666666666667,0.7166666666666667
18,0.42,0.6433333333333333,0.62,0.36333333333333334
27,0.51,0.36666666666666664,0.77,0.1
30,0.2966666666666667,0.4033333333333333,0.5833333333333334,0.13666666666666666
36,0.3333333333333333,0.6533333333333333,0.47,0.5166666666666667
13,0.016666666666666666,0.20333333333333334,0.08,0.13333333333333333
2,0.15,0.7,0.30333333333333334,0.5266666666666666
2,0.10333333333333333,0.9033333333333333,0.26666666666666666,0.6766666666666666
28,0.31,0.9766666666666667,0.35333333333333333,0.9266666666666666
38,0.8433333333333334,0.6566666666666666,0.9366666666666666,0.5633333333333334
14,0.2833333333333333,0.49666666666666665,0.42333333333333334,0.39666666666666667
37,0.08,0.6433333333333333,0.16666666666666666,0.49
4,0.49,0.99,0.6233333333333333,0.85
24,0.6666666666666666,0.72,0.8133333333333334,0.5233333333333333
2,0.19333333333333333,0.38666666666666666,0.23666666666666666,0.3433333333333333
41,0.4266666666666667,0.9,0.6133333333333333,0.66
