46,0.6133333333333333,0.20333333333333334,0.7066666666666667,0.09333333333333334
5,0.5466666666666666,0.24,0.6966666666666667,0.04
26,0.6533333333333333,0.36666666666666664,0.8166666666666667,0.22666666666666666
31,0.17666666666666667,0.4166666666666667,0.42,0.19
14,0.7366666666666667,0.9333333333333333,0.92,0.82
30,0.02666666666666667,0.9,0.16666666666666666,0.76
44,0.30666666666666664,0.8566666666666667,0.6166666666666667,0.5666666666666667
30,0.6566666666666666,0.5966666666666667,0.7766666666666666,0.4066666666666667
0,0.73,0.51,0.9466666666666667,0.29
2,0.8466666666666667,0.18666666666666668,0.9266666666666666,0.13
17,0.45,0.16666666666666666,0.5,0.12333333333333334
22,0.23,0.39666666666666667,0.32666666666666666,0.35333333333333333
8,0.17666666666666667,0.21333333333333335,0.24666666666666667,0.11
42,0.6233333333333333,0.8733333333333333,0.71,0.7133333333333334
17,0.14333333333333334,0.8233333333333334,0.35333333333333333,0.5533333333333333
6,0.78,0.67,0.8933333333333333,0.51
