27,0.4166666666666667,0.6433333333333333,0.51,0.5166666666666667
25,0.16333333333333333,0.8166666666666667,0.24666666666666667,0.71
40,0.72,0.2633333333333333,0.8466666666666667,0.08
33,0.6933333333333334,0.7033333333333334,0.84,0.54
24,0.29,0.61,0.49666666666666665,0.36333333333333334
30,0.30666666666666664,0.44,0.5533333333333333,0.12333333333333334
16,0.0033333333333333335,0.6333333333333333,0.08666666666666667,0.5433333333333333
33,0.9,0.5733333333333334,0.9633333333333334,0.49
33,0.05333333333333334,0.6766666666666666,0.2,0.49666666666666665
29,0.55,0.6666666666666666,0.66,0.53
6,0.20333333333333334,0.7466666666666667,0.25,0.6933333333333334
5,0.13,0.9,0.38666666666666666,0.6633333333333333
11,0.84,0.3,0.9433333333333334,0.19666666666666666
26,0.7033333333333334,0.61,0.9533333333333334,0.3566666666666667
44,0.5833333333333334,0.43333333333333335,0.6733333333333333,0.31333333333333335
